Symbol,Name,LastPrice,MarketCap,ADR TSO,IPOyear,Sector,Industry
IOSP,Innospec Inc.,79.925,1950407537,n/a,n/a,Basic Industries,Major Chemicals
INNT,"Innovate Biopharmaceuticals, Inc.",11.32,29087419.2,n/a,2018,Health Care,Major Pharmaceuticals
ISSC,"Innovative Solutions and Support, Inc.",2.91,49006143.09,n/a,2000,Technology,EDP Services
INVA,"Innoviva, Inc.",14.61,1482479476,n/a,n/a,Health Care,Major Pharmaceuticals
INGN,"Inogen, Inc",181.49,3851311630,n/a,2014,Health Care,Industrial Specialties
INOV,"Inovalon Holdings, Inc.",10.35,1575982432,n/a,2015,Technology,EDP Services
INO,"Inovio Pharmaceuticals, Inc.",4.46,405690881.3,n/a,n/a,Health Care,Medical/Dental Instruments
INPX,Inpixon ,0.351,5724799.119,n/a,2014,Technology,EDP Services
INSG,Inseego Corp.,1.98,118008384.1,n/a,n/a,Consumer Durables,Telecommunications Equipment
NSIT,"Insight Enterprises, Inc.",50.07,1774290284,n/a,1995,Consumer Services,Catalog/Specialty Distribution
ISIG,"Insignia Systems, Inc.",1.77,21174502.92,n/a,1991,Consumer Services,Advertising
INSM,"Insmed, Inc.",28.5,2183759376,n/a,n/a,Health Care,Major Pharmaceuticals
INSE,"Inspired Entertainment, Inc.",5.65,121388594.6,n/a,2014,Technology,Computer Software: Prepackaged Software
IIIN,"Insteel Industries, Inc.",32.45,618609601.5,n/a,n/a,Capital Goods,Steel/Iron Ore
PODD,Insulet Corporation,94.02,5523155540,n/a,2007,Health Care,Medical/Dental Instruments
INSY,"Insys Therapeutics, Inc.",7.14,526995574.6,n/a,2013,Health Care,Major Pharmaceuticals
NTEC,Intec Pharma Ltd.,4.625,151819186.3,n/a,2015,Health Care,Major Pharmaceuticals
IART,Integra LifeSciences Holdings Corporation,64.47,5665491888,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
IDTI,"Integrated Device Technology, Inc.",34.11,4409217314,n/a,1984,Technology,Semiconductors
IMTE,Integrated Media Technology Limited,18.15,47981539.65,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances
INTC,Intel Corporation,55.88,2.60401E+11,n/a,n/a,Technology,Semiconductors
NTLA,"Intellia Therapeutics, Inc.",26.95,1161270380,n/a,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IPCI,Intellipharmaceutics International Inc.,0.4017,17489153.94,n/a,n/a,Health Care,Major Pharmaceuticals
IPAR,"Inter Parfums, Inc.",53.05,1659543681,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics
IBKR,"Interactive Brokers Group, Inc.",70.18,28893855312,n/a,n/a,Finance,Investment Bankers/Brokers/Service
ICPT,"Intercept Pharmaceuticals, Inc.",71.73,2121985362,n/a,2012,Health Care,Major Pharmaceuticals
IDCC,"InterDigital, Inc.",82,2849187662,n/a,n/a,Miscellaneous,Multi-Sector Companies
TILE,"Interface, Inc.",23.25,1383243033,n/a,n/a,Consumer Durables,Home Furnishings
LINK,"Interlink Electronics, Inc.",4.22,31002137.16,n/a,n/a,Technology,Computer peripheral equipment
IMI,"Intermolecular, Inc.",1.46,72418004.58,n/a,2011,Technology,Semiconductors
INAP,Internap Corporation,11.41,241106387.3,n/a,1999,Technology,"Computer Software: Programming, Data Processing"
IBOC,International Bancshares Corporation,44.4,2935348780,n/a,n/a,Finance,Major Banks
ISCA,International Speedway Corporation,43.4,1914173666,n/a,1996,Consumer Services,Services-Misc. Amusement & Recreation
IGLD,Internet Gold Golden Lines Ltd.,2.535,48680076.51,n/a,1999,Public Utilities,Telecommunications Equipment
IIJI,"Internet Initiative Japan, Inc.",10.4003,16878126.86,1622850,n/a,Technology,"Computer Software: Programming, Data Processing"
IDXG,"Interpace Diagnostics Group, Inc.",0.8809,24550044.35,n/a,n/a,Health Care,Medical/Dental Instruments
XENT,"Intersect ENT, Inc.",41.45,1249126672,n/a,2014,Health Care,Medical/Dental Instruments
INTX,"Intersections, Inc.",2.14,51980383.86,n/a,2004,Technology,EDP Services
IVAC,"Intevac, Inc.",4.85,108450719.1,n/a,1995,Technology,Industrial Machinery/Components
INTL,INTL FCStone Inc.,51.44,971160811.3,n/a,n/a,Finance,Investment Bankers/Brokers/Service
ITCI,Intra-Cellular Therapies Inc.,22.84,1249265319,n/a,n/a,Health Care,Major Pharmaceuticals
IIN,IntriCon Corporation,35.05,244104252.9,n/a,n/a,Capital Goods,Electrical Products
INTU,Intuit Inc.,206.26,52923899045,n/a,1993,Technology,Computer Software: Prepackaged Software
ISRG,"Intuitive Surgical, Inc.",485.34,54986639951,n/a,2000,Health Care,Industrial Specialties
PLW,Invesco 1-30 Laddered Treasury ETF,31.4401,149340475,n/a,n/a,n/a,n/a
ADRA,Invesco BLDRS Asia 50 ADR Index Fund,35.4902,23068630,n/a,n/a,n/a,n/a
ADRD,Invesco BLDRS Developed Markets 100 ADR Index Fund,23.14,68263000,n/a,n/a,n/a,n/a
ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,43.34,164692000,n/a,n/a,n/a,n/a
ADRU,Invesco BLDRS Europe Select ADR Index Fund,22.4887,16866525,n/a,n/a,n/a,n/a
PKW,Invesco BuyBack Achievers ETF,58.45,1332660000,n/a,n/a,n/a,n/a
PFM,Invesco Dividend Achievers ETF,26.09,293512500,n/a,n/a,n/a,n/a
PYZ,Invesco DWA Basic Materials Momentum ETF,72.25,104762500,n/a,n/a,n/a,n/a
PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,55.54,58317000,n/a,n/a,n/a,n/a
PSL,Invesco DWA Consumer Staples Momentum ETF,70.0753,105112950,n/a,n/a,n/a,n/a
PIZ,Invesco DWA Developed Markets Momentum ETF,28.67,259463500,n/a,n/a,n/a,n/a
PIE,Invesco DWA Emerging Markets Momentum ETF,21.72,312768000,n/a,n/a,n/a,n/a
PXI,Invesco DWA Energy Momentum ETF,44.0271,105665040,n/a,n/a,n/a,n/a
PFI,Invesco DWA Financial Momentum ETF,36.7001,73400200,n/a,n/a,n/a,n/a
PTH,Invesco DWA Healthcare Momentum ETF,87.56,205766000,n/a,n/a,n/a,n/a
PRN,Invesco DWA Industrials Momentum ETF,62.18,111924000,n/a,n/a,n/a,n/a
DWLV,Invesco DWA Momentum & Low Volatility Rotation ETF,33.3,34965033.3,n/a,n/a,n/a,n/a
PDP,Invesco DWA Momentum ETF,56.74,1571698000,n/a,n/a,n/a,n/a
DWAQ,Invesco DWA NASDAQ Momentum ETF,113.08,56540000,n/a,n/a,n/a,n/a
DWAS,Invesco DWA SmallCap Momentum ETF,54.82,306992000,n/a,n/a,n/a,n/a
DWIN,Invesco DWA Tactical Multi-Asset Income ETF,25.3598,69739475.36,n/a,n/a,n/a,n/a
DWTR,Invesco DWA Tactical Sector Rotation ETF,30.8,69300030.8,n/a,n/a,n/a,n/a
PTF,Invesco DWA Technology Momentum ETF,62.146,133613900,n/a,n/a,n/a,n/a
PUI,Invesco DWA Utilities Momentum ETF,26.19,37975500,n/a,n/a,n/a,n/a
IDLB,Invesco FTSE International Low Beta Equal Weight ETF,30.77,126157030.8,n/a,n/a,n/a,n/a
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,140.78,2048349000,n/a,n/a,n/a,n/a
PAGG,Invesco Global Agriculture ETF,27.57,22056000,n/a,n/a,n/a,n/a
PSAU,Invesco Global Gold and Precious Metals ETF,18.631,30741150,n/a,n/a,n/a,n/a
PIO,Invesco Global Water ETF,26.07,190311000,n/a,n/a,n/a,n/a
PGJ,Invesco Golden Dragon China ETF,49.41,286578000,n/a,n/a,n/a,n/a
PEY,Invesco High Yield Equity Dividend Achievers ETF,17.38,759506000,n/a,n/a,n/a,n/a
IPKW,Invesco International BuyBack Achievers ETF,38.31,340959000,n/a,n/a,n/a,n/a
PID,Invesco International Dividend Achievers ETF,15.8042,830510710,n/a,n/a,n/a,n/a
KBWB,Invesco KBW Bank ETF,56.76,1208988000,n/a,n/a,n/a,n/a
KBWD,Invesco KBW High Dividend Yield Financial ETF,23.71,333125500,n/a,n/a,n/a,n/a
KBWY,Invesco KBW Premium Yield Equity REIT ETF,34.46,401459000,n/a,n/a,n/a,n/a
KBWP,Invesco KBW Property & Casualty Insurance ETF,62.075,68282500,n/a,n/a,n/a,n/a
KBWR,Invesco KBW Regional Banking ETF,61.61,197152000,n/a,n/a,n/a,n/a
LDRI,Invesco LadderRite 0-5 Year Corporate Bond ETF,24.54,12270000,n/a,n/a,n/a,n/a
LALT,Invesco Multi-Strategy Alternative ETF,21.8,4360000,n/a,n/a,n/a,n/a
PNQI,Invesco Nasdaq Internet ETF,140.02,665095000,n/a,n/a,n/a,n/a
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET,18.64,1701906560,n/a,n/a,n/a,n/a
QQQ,"Invesco QQQ Trust, Series 1",174.43,67914320500,n/a,n/a,n/a,n/a
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,31.82,157509031.8,n/a,n/a,n/a,n/a
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,66.611,79933200,n/a,n/a,n/a,n/a
PSCC,Invesco S&P SmallCap Consumer Staples ETF,76.97,46182000,n/a,n/a,n/a,n/a
PSCE,Invesco S&P SmallCap Energy ETF,17.32,73610000,n/a,n/a,n/a,n/a
PSCF,Invesco S&P SmallCap Financials ETF,58.85,253055000,n/a,n/a,n/a,n/a
PSCH,Invesco S&P SmallCap Health Care ETF,126.67,658684000,n/a,n/a,n/a,n/a
PSCI,Invesco S&P SmallCap Industrials ETF,69.4755,114634575,n/a,n/a,n/a,n/a
PSCT,Invesco S&P SmallCap Information Technology ETF,84.88,432888000,n/a,n/a,n/a,n/a
PSCM,Invesco S&P SmallCap Materials ETF,54.585,30021750,n/a,n/a,n/a,n/a
PSCU,Invesco S&P SmallCap Utilities ETF,51.85,49257500,n/a,n/a,n/a,n/a
VRIG,Invesco Variable Rate Investment Grade ETF,25.13,341768025.1,n/a,n/a,n/a,n/a
PHO,Invesco Water Resources ETF,31.04,847392000,n/a,n/a,n/a,n/a
ISTR,Investar Holding Corporation,28.8,275054544,n/a,2014,Finance,Major Banks
ISBC,"Investors Bancorp, Inc.",13.67,4125557307,n/a,n/a,Finance,Major Banks
ITIC,Investors Title Company,188.36,355365626.8,n/a,n/a,Finance,Specialty Insurers
NVIV,InVivo Therapeutics Holdings Corp.,7.16,11205536.04,n/a,n/a,Health Care,Medical/Dental Instruments
IVTY,"Invuity, Inc.",3.65,87750880.05,n/a,2015,Health Care,Medical/Dental Instruments
IONS,"Ionis Pharmaceuticals, Inc.",45.98,5771427072,n/a,n/a,Health Care,Major Pharmaceuticals
IOVA,"Iovance Biotherapeutics, Inc.",13.1,1174322187,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IPAS,iPass Inc.,0.4619,33601042.98,n/a,2003,Technology,EDP Services
IPGP,IPG Photonics Corporation,248.48,13342005136,n/a,2006,Technology,Semiconductors
IPIC,iPic Entertainment Inc.,9.75,108954105,n/a,2018,Consumer Services,Restaurants
CLRG,IQ Chaikin U.S. Large Cap ETF,25.87,432029025.9,n/a,n/a,n/a,n/a
CSML,IQ Chaikin U.S. Small Cap ETF,29.56,512866029.6,n/a,n/a,n/a,n/a
IQ,"iQIYI, Inc.",30.85,3856250000,125000000,2018,Consumer Services,Consumer Electronics/Video Chains
IRMD,iRadimed Corporation,18.85,200871764,n/a,2014,Health Care,Medical/Dental Instruments
IRTC,"iRhythm Technologies, Inc.",76.57,1807062414,n/a,2016,Health Care,Medical/Dental Instruments
IRIX,IRIDEX Corporation,7.08,82394930.16,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IRDM,Iridium Communications Inc,15.75,1738443074,n/a,n/a,Consumer Durables,Telecommunications Equipment
IRDMB,Iridium Communications Inc,531.91,265955000,n/a,n/a,Consumer Durables,Telecommunications Equipment
IRBT,iRobot Corporation,69.04,1919641390,n/a,2005,Consumer Durables,Consumer Electronics/Appliances
IRWD,"Ironwood Pharmaceuticals, Inc.",17.32,2631624528,n/a,2010,Health Care,Major Pharmaceuticals
IRCP,IRSA Propiedades Comerciales S.A.,35,115588655,3302533,n/a,Consumer Services,Building operators
PMPT,iSectors Post-MPT Growth ETF,26.75,13375107,n/a,n/a,n/a,n/a
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,49.57,840211500,n/a,n/a,n/a,n/a
CSJ,iShares 1-3 Year Credit Bond ETF,103.6,10867640000,n/a,n/a,n/a,n/a
ISHG,iShares 1-3 Year International Treasury Bond ETF,83.27,87433500,n/a,n/a,n/a,n/a
SHY,iShares 1-3 Year Treasury Bond ETF,83.3,13794480000,n/a,n/a,n/a,n/a
TLT,iShares 20+ Year Treasury Bond ETF,119.89,6821741000,n/a,n/a,n/a,n/a
IEI,iShares 3-7 Year Treasury Bond ETF,119.64,7429644000,n/a,n/a,n/a,n/a
IEF,iShares 7-10 Year Treasury Bond ETF,101.85,8148000000,n/a,n/a,n/a,n/a
AIA,iShares Asia 50 ETF,68.57,1028550000,n/a,n/a,n/a,n/a
COMT,iShares Commodities Select Strategy ETF,39.3,699540000,n/a,n/a,n/a,n/a
ISTB,iShares Core 1-5 Year USD Bond ETF,49.03,2024939000,n/a,n/a,n/a,n/a
IXUS,iShares Core MSCI Total International Stock ETF,63.13,10283877000,n/a,n/a,n/a,n/a
IUSG,iShares Core S&P U.S. Growth ETF,58.53,4205380500,n/a,n/a,n/a,n/a
IUSV,iShares Core S&P U.S. Value ETF,54.84,3800412000,n/a,n/a,n/a,n/a
IUSB,iShares Core Total USD Bond Market ETF,49.21,2204608000,n/a,n/a,n/a,n/a
HEWG,iShares Currency Hedged MSCI Germany ETF,28.695,413208000,n/a,n/a,n/a,n/a
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,24.548,33139800,n/a,n/a,n/a,n/a
SUSC,iShares ESG USD Corporate Bond ETF,24.19,14514000,n/a,n/a,n/a,n/a
XT,iShares Exponential Technologies ETF,37.47,2302531500,n/a,n/a,n/a,n/a
FALN,iShares Fallen Angels USD Bond ETF,26.5,66250000,n/a,n/a,n/a,n/a
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,40.93,42976500,n/a,n/a,n/a,n/a
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,30.25,532400000,n/a,n/a,n/a,n/a
IGF,iShares Global Infrastructure ETF,42.57,2601027000,n/a,n/a,n/a,n/a
GNMA,iShares GNMA Bond ETF,48.28,106216000,n/a,n/a,n/a,n/a
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,50.131,10026200,n/a,n/a,n/a,n/a
CIU,iShares Intermediate Credit Bond ETF,106.18,6954790000,n/a,n/a,n/a,n/a
IGOV,iShares International Treasury Bond ETF,49.23,1006753500,n/a,n/a,n/a,n/a
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,107.59,12039321000,n/a,n/a,n/a,n/a
MBB,iShares MBS ETF,103.67,11839114000,n/a,n/a,n/a,n/a
JKI,iShares Morningstar Mid-Cap ETF,161.219,435291300,n/a,n/a,n/a,n/a
ACWX,iShares MSCI ACWI ex US Index Fund,49.7,3280200000,n/a,n/a,n/a,n/a
ACWI,iShares MSCI ACWI Index Fund,73.8,8619840000,n/a,n/a,n/a,n/a
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,77.92,4877792000,n/a,n/a,n/a,n/a
EWZS,iShares MSCI Brazil Small-Cap ETF,12.51,55044000,n/a,n/a,n/a,n/a
MCHI,iShares MSCI China ETF,71.31,3865002000,n/a,n/a,n/a,n/a
ESGD,iShares MSCI EAFE ESG Optimized ETF,67.94,278554000,n/a,n/a,n/a,n/a
SCZ,iShares MSCI EAFE Small-Cap ETF,65.86,11367436000,n/a,n/a,n/a,n/a
ESGE,iShares MSCI EM ESG Optimized ETF,36.18,332856000,n/a,n/a,n/a,n/a
EEMA,iShares MSCI Emerging Markets Asia ETF,75.24,549252000,n/a,n/a,n/a,n/a
EMXC,iShares MSCI Emerging Markets ex China ETF,51.33,10266000,n/a,n/a,n/a,n/a
EUFN,iShares MSCI Europe Financials Sector Index Fund,21.85,1794977500,n/a,n/a,n/a,n/a
IEUS,iShares MSCI Europe Small-Cap ETF,59.2,272320000,n/a,n/a,n/a,n/a
RING,iShares MSCI Global Gold Miners ETF,17.86,333982000,n/a,n/a,n/a,n/a
MPCT,iShares MSCI Global Impact ETF,59.31,35586000,n/a,n/a,n/a,n/a
ENZL,iShares MSCI New Zealand ETF,50.25,145725000,n/a,n/a,n/a,n/a
QAT,iShares MSCI Qatar ETF,17.68,51272000,n/a,n/a,n/a,n/a
TUR,iShares MSCI Turkey ETF,32.22,256149000,n/a,n/a,n/a,n/a
UAE,iShares MSCI UAE ETF,16.71,40104000,n/a,n/a,n/a,n/a
ESGU,iShares MSCI USA ESG Optimized ETF,60.72,75900000,n/a,n/a,n/a,n/a
IBB,iShares Nasdaq Biotechnology Index Fund,109.76,8918000000,n/a,n/a,n/a,n/a
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,193.63,1810440500,n/a,n/a,n/a,n/a
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,26.99,9446500,n/a,n/a,n/a,n/a
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,29.89,38857000,n/a,n/a,n/a,n/a
ICLN,iShares S&P Global Clean Energy Index Fund,9.2,178480000,n/a,n/a,n/a,n/a
WOOD,iShares S&P Global Timber & Forestry Index Fund,83.26,579489600,n/a,n/a,n/a,n/a
INDY,iShares S&P India Nifty 50 Index Fund,35.53,907791500,n/a,n/a,n/a,n/a
IJT,iShares S&P Small-Cap 600 Growth ETF,191.74,6087745000,n/a,n/a,n/a,n/a
DVY,iShares Select Dividend ETF,98.36,16937592000,n/a,n/a,n/a,n/a
SHV,iShares Short Treasury Bond ETF,110.29,14282555000,n/a,n/a,n/a,n/a
CRED,iShares U.S. Credit Bond ETF,107.11,1515606500,n/a,n/a,n/a,n/a
PFF,iShares U.S. Preferred Stock ETF,37.49,16306275500,n/a,n/a,n/a,n/a
ISRL,"Isramco, Inc.",114,309811872,n/a,1983,Energy,Oil & Gas Production
ITI,"Iteris, Inc.",4.91,162389161.6,n/a,n/a,Consumer Durables,Telecommunications Equipment
ITRM,Iterum Therapeutics plc,12,167513076,n/a,2018,Health Care,Major Pharmaceuticals
ITRI,"Itron, Inc.",58.95,2310943339,n/a,1993,Capital Goods,Electrical Products
ITRN,Ituran Location and Control Ltd.,31.15,731259675.7,n/a,2005,Consumer Non-Durables,Electronic Components
ITUS,ITUS Corporation,3.61,60038599.51,n/a,n/a,Miscellaneous,Multi-Sector Companies
IVENC,Ivy NextShares,100.02,0,n/a,n/a,n/a,n/a
IVFGC,Ivy NextShares,100.02,0,n/a,n/a,n/a,n/a
IVFVC,Ivy NextShares,100.02,0,n/a,n/a,n/a,n/a
IZEA,IZEA Inc.,1.3068,7637911.459,n/a,n/a,Consumer Services,Advertising
JJSF,J & J Snack Foods Corp.,146.17,2733673679,n/a,1986,Consumer Non-Durables,Specialty Foods
MAYS,"J. W. Mays, Inc.",40.05,80731989,n/a,n/a,Consumer Services,Building operators
JBHT,"J.B. Hunt Transport Services, Inc.",127.27,13968597503,n/a,n/a,Transportation,Trucking Freight/Courier Services
JCOM,"j2 Global, Inc.",86.47,4246524752,n/a,1999,Technology,Telecommunications Equipment
JASO,"JA Solar Holdings, Co., Ltd.",7.07,138613889.8,19605925,2007,Technology,Semiconductors
JKHY,"Jack Henry & Associates, Inc.",128.6,9940080030,n/a,1985,Technology,EDP Services
JACK,Jack In The Box Inc.,82.28,2339897318,n/a,n/a,Consumer Services,Restaurants
JAGX,"Jaguar Health, Inc.",1.93,1469803.08,n/a,2015,Health Care,Major Pharmaceuticals
JAKK,"JAKKS Pacific, Inc.",2.8,81675756.4,n/a,1996,Consumer Non-Durables,Recreational Products/Toys
JMBA,"Jamba, Inc.",10.03,156349706.2,n/a,n/a,Consumer Services,Restaurants
JRVR,"James River Group Holdings, Ltd.",39.77,1187817828,n/a,2014,Finance,Property-Casualty Insurers
JSML,Janus Henderson Small Cap Growth Alpha ETF,40.9,8261800,n/a,n/a,n/a,n/a
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,42.9658,15123961.6,n/a,n/a,n/a,n/a
JASN,"Jason Industries, Inc.",2.88,78895445.76,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries
JASNW,"Jason Industries, Inc.",0.0155,0,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries
JAZZ,Jazz Pharmaceuticals plc,175.53,10531137199,n/a,2007,Health Care,Major Pharmaceuticals
JD,"JD.com, Inc.",39.5,36429841328,922274464,2014,Consumer Services,Other Specialty Stores
JSYN,Jensyn Acquistion Corp.,10.6,21860157.4,n/a,2016,Public Utilities,Natural Gas Distribution
JSYNR,Jensyn Acquistion Corp.,0.1886,0,n/a,2016,Public Utilities,Natural Gas Distribution
JSYNU,Jensyn Acquistion Corp.,9.02,0,n/a,2016,Public Utilities,Natural Gas Distribution
JSYNW,Jensyn Acquistion Corp.,0.1407,0,n/a,2016,Public Utilities,Natural Gas Distribution
JRSH,"Jerash Holdings (US), Inc.",7.76,87882000,n/a,2018,Consumer Non-Durables,Apparel
JBLU,JetBlue Airways Corporation,18.77,5940644129,n/a,2002,Transportation,Air Freight/Delivery Services
JTPY,JetPay Corporation,1.9,29276666.8,n/a,2011,Finance,Business Services
JCTCF,Jewett-Cameron Trading Company,8.1,36198802.8,n/a,n/a,Consumer Services,RETAIL: Building Materials
JMU,JMU Limited,0.49,8985960.55,18338695,2015,Technology,EDP Services
JBSS,"John B. Sanfilippo & Son, Inc.",69.56,789158269.6,n/a,1991,Consumer Non-Durables,Specialty Foods
JOUT,Johnson Outdoors Inc.,81.39,813690095.2,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys
JNCE,"Jounce Therapeutics, Inc.",7.35,238753298.7,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
JNP,"Juniper Pharmaceuticals, Inc.",9.2,102129264.4,n/a,n/a,Health Care,Major Pharmaceuticals
KTWO,"K2M Group Holdings, Inc.",22.79,988986271,n/a,2014,Health Care,Medical/Dental Instruments
KALU,Kaiser Aluminum Corporation,112.58,1886946513,n/a,n/a,Capital Goods,Metal Fabrications
KALA,"Kala Pharmaceuticals, Inc.",13.87,340680488,n/a,2017,Health Care,Major Pharmaceuticals
KALV,"KalVista Pharmaceuticals, Inc.",8.27,89282051.65,n/a,2015,Health Care,Major Pharmaceuticals
KMDA,Kamada Ltd.,5.15,207377764.1,n/a,2013,Health Care,Major Pharmaceuticals
KNDI,"Kandi Technologies Group, Inc.",4.2,214239375,n/a,n/a,Capital Goods,Auto Manufacturing
KPTI,Karyopharm Therapeutics Inc.,17.32,1042954145,n/a,2013,Health Care,Major Pharmaceuticals
KAAC,Kayne Anderson Acquisition Corp.,9.83,463633326.2,n/a,2017,Finance,Business Services
KAACU,Kayne Anderson Acquisition Corp.,10.35,0,n/a,2017,Finance,Business Services
KAACW,Kayne Anderson Acquisition Corp.,1.2,0,n/a,2017,Finance,Business Services
KZIA,Kazia Therapeutics Limited,4.99,8658448.4,1735160,n/a,Capital Goods,Miscellaneous
KBLM,KBL Merger Corp. IV,9.93,41552690.73,n/a,2017,Finance,Business Services
KBLMR,KBL Merger Corp. IV,0.38,0,n/a,2017,Finance,Business Services
KBLMU,KBL Merger Corp. IV,10.55,0,n/a,2017,Finance,Business Services
KBLMW,KBL Merger Corp. IV,0.25,0,n/a,2017,Finance,Business Services
KBSF,KBS Fashion Group Limited,5.2,11810754.8,n/a,2013,Consumer Non-Durables,Apparel
KCAP,"KCAP Financial, Inc.",3.22,120332275.8,n/a,2006,n/a,n/a
KCAPL,"KCAP Financial, Inc.",25.46,0,n/a,n/a,n/a,n/a
KRNY,Kearny Financial,14.75,1510187202,n/a,n/a,Finance,Savings Institutions
KELYA,"Kelly Services, Inc.",23.04,893555642.9,n/a,n/a,Technology,Professional Services
KELYB,"Kelly Services, Inc.",29,1124701113,n/a,n/a,Technology,Professional Services
KMPH,"KemPharm, Inc.",6.95,105360908.9,n/a,2015,Health Care,Major Pharmaceuticals
KFFB,Kentucky First Federal Bancorp,8.55,72200603.25,n/a,n/a,Finance,Savings Institutions
KERX,"Keryx Biopharmaceuticals, Inc.",5.11,615889311.2,n/a,n/a,Health Care,Major Pharmaceuticals
KEQU,Kewaunee Scientific Corporation,33.7832,92056922.74,n/a,n/a,Capital Goods,Medical Specialities
KTCC,Key Tronic Corporation,8.3616,89968140.29,n/a,1983,Technology,Computer peripheral equipment
KFRC,"Kforce, Inc.",34.25,894418782.3,n/a,1995,Technology,Professional Services
KE,"Kimball Electronics, Inc.",19.3,515206725.7,n/a,n/a,Technology,Electrical Products
KBAL,"Kimball International, Inc.",16.37,607285894.9,n/a,n/a,Consumer Durables,Home Furnishings
KIN,"Kindred Biosciences, Inc.",10.2,287671212,n/a,2013,Health Care,Major Pharmaceuticals
KGJI,Kingold Jewelry Inc.,1.35,89253227.7,n/a,n/a,Miscellaneous,Business Services
KINS,"Kingstone Companies, Inc",17.45,186149218.7,n/a,n/a,Finance,Property-Casualty Insurers
KONE,Kingtone Wirelessinfo Solution Holding Ltd,7.6,5429250,714375,2010,Technology,EDP Services
KNSA,"Kiniksa Pharmaceuticals, Ltd.",17.36,840931819.3,n/a,2018,Health Care,Major Pharmaceuticals
KNSL,"Kinsale Capital Group, Inc.",54.77,1154138196,n/a,2016,Finance,Property-Casualty Insurers
KIRK,"Kirkland&#39;s, Inc.",12.46,196303001.3,n/a,2002,Consumer Services,Other Specialty Stores
KTOV,Kitov Pharma Ltd.,2.8,20871821.6,7454222,2015,Health Care,Major Pharmaceuticals
KTOVW,Kitov Pharma Ltd.,0.8,0,n/a,2015,Health Care,Major Pharmaceuticals
KLAC,KLA-Tencor Corporation,115.93,18070250582,n/a,1980,Capital Goods,Electronic Components
KLXI,KLX Inc.,73.11,3709710188,n/a,n/a,Capital Goods,Aerospace
KONA,"Kona Grill, Inc.",2.9,38445331.9,n/a,2005,Consumer Services,Restaurants
KOPN,Kopin Corporation,3.5,267853372.5,n/a,1992,Technology,Semiconductors
KRNT,Kornit Digital Ltd.,16.8,575859043.2,n/a,2015,Capital Goods,Industrial Machinery/Components
KOSS,Koss Corporation,2.23,16463434.38,n/a,n/a,Consumer Non-Durables,Consumer Electronics/Appliances
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,64.43,219062000,n/a,n/a,n/a,n/a
KTOS,"Kratos Defense & Security Solutions, Inc.",11.4,1180049374,n/a,n/a,Capital Goods,Military/Government/Technical
KRYS,"Krystal Biotech, Inc.",12.68,130725918.2,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KLIC,"Kulicke and Soffa Industries, Inc.",23.68,1636467968,n/a,n/a,Technology,Semiconductors
KURA,"Kura Oncology, Inc.",16.35,537192477.2,n/a,n/a,Health Care,Major Pharmaceuticals
KVHI,"KVH Industries, Inc.",11.35,198701465,n/a,1996,Technology,Radio And Television Broadcasting And Communications Equipment
FSTR,L.B. Foster Company,24.3,251877883.5,n/a,n/a,Basic Industries,Metal Fabrications
LJPC,La Jolla Pharmaceutical Company,31.16,814972319.2,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LSBK,"Lake Shore Bancorp, Inc.",17.31,104910959.3,n/a,n/a,Finance,Savings Institutions
LBAI,"Lakeland Bancorp, Inc.",20.95,994613380.1,n/a,n/a,Finance,Major Banks
LKFN,Lakeland Financial Corporation,51,1289870682,n/a,n/a,Finance,Major Banks
