Symbol,Name,LastPrice,MarketCap,IPOyear,Sector,Industry
HZNP,Horizon Pharma plc,10.22,2696770969,2011,Health Care,Major Pharmaceuticals
HRZN,Horizon Technology Finance Corporation,30.29,117787605.3,2010,n/a,n/a
DAX,Horizons DAX Germany ETF,24.71,21203000,n/a,n/a,n/a
QYLD,Horizons NASDAQ-100 Covered Call ETF,17.35,250806500,n/a,n/a,n/a
HDP,"Hortonworks, Inc.",29.05,1371495084,2014,Technology,Computer Software: Prepackaged Software
HPT,Hospitality Properties Trust,13.01,4774331100,n/a,Consumer Services,Real Estate Investment Trusts
TWNK,"Hostess Brands, Inc.",1.7,1693522082,2015,Consumer Non-Durables,Packaged Foods
TWNKW,"Hostess Brands, Inc.",6.85,0,2015,Consumer Non-Durables,Packaged Foods
HMHC,Houghton Mifflin Harcourt Company,8.35,845271169.4,2013,Consumer Services,Books
HWCC,Houston Wire & Cable Company,6.5127,137618404.1,2006,Consumer Non-Durables,Telecommunications Equipment
HOVNP,Hovnanian Enterprises Inc,18,32563500,n/a,Capital Goods,Homebuilding
HBMD,"Howard Bancorp, Inc.",3.91,341838468,n/a,Finance,Major Banks
HTGM,"HTG Molecular Diagnostics, Inc.",49.6,110931075.3,2015,Capital Goods,Biotechnology: Laboratory Analytical Instruments
HUBG,"Hub Group, Inc.",1.74,1704391110,1996,Transportation,Oil Refining/Marketing
HSON,"Hudson Global, Inc.",2.38,54945231.06,n/a,Technology,Professional Services
HDSN,"Hudson Technologies, Inc.",9.82,100919473.2,n/a,Consumer Durables,Industrial Specialties
HUNT,Hunter Maritime Acquisition Corp.,10.12,186249802.5,2017,Transportation,Oil Refining/Marketing
HUNTU,Hunter Maritime Acquisition Corp.,0.55,0,2016,Transportation,Oil Refining/Marketing
HUNTW,Hunter Maritime Acquisition Corp.,15.56,0,2017,Transportation,Oil Refining/Marketing
HBAN,Huntington Bancshares Incorporated,25.6938,17143942150,n/a,Finance,Major Banks
HBANN,Huntington Bancshares Incorporated,26.79,0,n/a,Finance,Major Banks
HBANO,Huntington Bancshares Incorporated,47.55,21343300373,n/a,Finance,Major Banks
HURC,"Hurco Companies, Inc.",40.95,318241593.9,n/a,Capital Goods,Industrial Machinery/Components
HURN,Huron Consulting Group Inc.,28.81,917853955.2,2004,Consumer Services,Professional Services
HCM,Hutchison China MediTech Limited,5.2,776895703.4,2016,Health Care,Major Pharmaceuticals
HBP,"Huttig Building Products, Inc.",14.7,135567203.2,n/a,Consumer Services,RETAIL: Building Materials
HVBC,"HV Bancorp, Inc.",7.5,32077237.5,2017,Finance,Major Banks
HYGS,Hydrogenics Corporation,6.15,115776592.5,n/a,Basic Industries,Major Chemicals
IDSY,"I.D. Systems, Inc.",156.13,108454659.6,1999,Consumer Durables,Telecommunications Equipment
IAC,IAC/InterActiveCorp,10.17,13065885032,n/a,Consumer Services,Other Specialty Stores
IAM,I-AM Capital Acquisition Company,0.4,69293295,2017,Finance,Business Services
IAMXR,I-AM Capital Acquisition Company,0.27,0,2017,Finance,Business Services
IAMXW,I-AM Capital Acquisition Company,83.25,0,2017,Finance,Business Services
IBKC,IBERIABANK Corporation,26.93,4716024172,n/a,Finance,Major Banks
IBKCO,IBERIABANK Corporation,27.27,0,n/a,Finance,Major Banks
IBKCP,IBERIABANK Corporation,3.3,0,n/a,Finance,Major Banks
ICAD,icad inc.,70.25,54987876.9,n/a,Health Care,Medical/Dental Instruments
IEP,Icahn Enterprises L.P.,15.6702,12517420731,n/a,Capital Goods,Auto Parts:O.E.M.
ICCH,"ICC Holdings, Inc.",71.15,49794755.77,2017,Finance,Property-Casualty Insurers
ICFI,"ICF International, Inc.",24.23,1338094642,2006,Consumer Services,Professional Services
ICHR,Ichor Holdings,7.97,621852119.2,2016,Technology,Semiconductors
ICLK,iClick Interactive Asia Group Limited,133.06,34370625,2017,Technology,Computer Software: Prepackaged Software
ICLR,ICON plc,0.655,7157808217,1998,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ICON,"Iconix Brand Group, Inc.",290.7,43301782.76,n/a,Consumer Non-Durables,Shoe Manufacturing
ICUI,"ICU Medical, Inc.",1.195,5906155970,1992,Health Care,Medical/Dental Instruments
IPWR,Ideal Power Inc.,4.41,16725364.6,2013,Energy,Industrial Machinery/Components
INVE,"Identiv, Inc.",2.04,66910394.25,n/a,Technology,Computer peripheral equipment
IDRA,"Idera Pharmaceuticals, Inc.",218.04,443314421.6,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IDXX,"IDEXX Laboratories, Inc.",17.5,18939655399,1991,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IESC,"IES Holdings, Inc.",22.05,371173530,n/a,Capital Goods,Engineering & Construction
IROQ,"IF Bancorp, Inc.",5.63,85364546.4,2011,Finance,Savings Institutions
IFMK,iFresh Inc.,51.16,80061679.61,n/a,Consumer Services,Food Chains
INFO,IHS Markit Ltd.,46.95,20455050888,1996,Technology,"Computer Software: Programming, Data Processing"
IIVI,II-VI Incorporated,20.55,2936465684,1987,Capital Goods,Electronic Components
KANG,"iKang Healthcare Group, Inc.",10.888,1049393395,2014,Health Care,Medical/Nursing Services
IKNX,Ikonics Corporation,34.61,21596925.06,n/a,Miscellaneous,Industrial Machinery/Components
ILG,"ILG, Inc",280.71,4302739738,n/a,Finance,Real Estate
ILMN,"Illumina, Inc.",4.25,41264370000,2000,Capital Goods,Biotechnology: Laboratory Analytical Instruments
ISNS,"Image Sensing Systems, Inc.",15.94,22338960.5,1995,Capital Goods,Industrial Machinery/Components
IMMR,Immersion Corporation,6.96,485748355.1,1999,Technology,Computer peripheral equipment
ICCC,ImmuCell Corporation,4.3,38141892.72,1987,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IMDZ,Immune Design Corp.,0.2349,206937534.4,2014,Health Care,Major Pharmaceuticals
IMNP          ,Immune Pharmaceuticals Inc.,10.34,7517570.472,n/a,Health Care,Major Pharmaceuticals
IMGN,"ImmunoGen, Inc.",25.44,1375602022,1989,Health Care,Major Pharmaceuticals
IMMU,"Immunomedics, Inc.",9.39,4257295621,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IMRN,Immuron Limited,2.99,3360746.73,2017,Health Care,Major Pharmaceuticals
IMRNW,Immuron Limited,2.6,0,2017,Health Care,Major Pharmaceuticals
IMMP,Immutep Limited,48.85,17592725.8,n/a,Health Care,Major Pharmaceuticals
IMPV,"Imperva, Inc.",20.55,1694810644,n/a,Technology,Computer Software: Prepackaged Software
PI,"Impinj, Inc.",2.35,438536774,2016,Capital Goods,Industrial Machinery/Components
IMMY,"Imprimis Pharmaceuticals, Inc.",6.0704,49067379.6,n/a,Health Care,Major Pharmaceuticals
IMV,IMV Inc.,69.02,260668384.7,n/a,Health Care,Major Pharmaceuticals
INCY,Incyte Corporation,82.65,14630111630,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
INDB,Independent Bank Corp.,26.4,2279442369,n/a,Finance,Major Banks
IBCP,Independent Bank Corporation,76.3,636417170.4,n/a,Finance,Major Banks
IBTX,"Independent Bank Group, Inc",9.84,2323663243,2013,Finance,Major Banks
INDU,Industrea Acquisition Corp.,10.55,68069016.72,2017,Finance,Business Services
INDUU,Industrea Acquisition Corp.,0.6199,0,2017,Finance,Business Services
INDUW,Industrea Acquisition Corp.,21.4,0,2017,Finance,Business Services
ILPT,Industrial Logistics Properties Trust,2.15,1391107000,2018,Consumer Services,Real Estate Investment Trusts
IDSA,"Industrial Services of America, Inc.",9.27,17391627.35,n/a,Consumer Durables,Industrial Specialties
INFN,Infinera Corporation,1.96,1402371032,2007,Public Utilities,Telecommunications Equipment
INFI,"Infinity Pharmaceuticals, Inc.",148.2,109896478.7,n/a,Health Care,Major Pharmaceuticals
IPCC,Infinity Property and Casualty Corporation,36.7,1621594915,2003,Finance,Property-Casualty Insurers
IFRX,InflaRx N.V.,4.05,941799070,2017,n/a,n/a
III,"Information Services Group, Inc.",4.04,179577234.9,n/a,Consumer Services,Professional Services
IFON,InfoSonics Corp,9.49,9240635.44,n/a,Consumer Non-Durables,Electronic Components
IEA,"Infrastructure and Energy Alternatives, Inc.",0.8,204771898.5,2016,Finance,Business Services
IEAWW,"Infrastructure and Energy Alternatives, Inc.",28.55,0,2016,Finance,Business Services
IMKTA,"Ingles Markets, Incorporated",8.86,578416604.8,1987,Consumer Services,Food Chains
INWK,"InnerWorkings, Inc.",1.151,473411400.7,2006,Miscellaneous,Business Services
INOD,Innodata Inc.,48.92,29784949.55,1993,Technology,EDP Services
IPHS,"Innophos Holdings, Inc.",79.925,955925369.3,2006,Consumer Durables,Specialty Chemicals
IOSP,Innospec Inc.,11.32,1950407537,n/a,Basic Industries,Major Chemicals
INNT,"Innovate Biopharmaceuticals, Inc.",2.91,29087419.2,2018,Health Care,Major Pharmaceuticals
ISSC,"Innovative Solutions and Support, Inc.",14.61,49006143.09,2000,Technology,EDP Services
INVA,"Innoviva, Inc.",181.49,1482479476,n/a,Health Care,Major Pharmaceuticals
INGN,"Inogen, Inc",10.35,3851311630,2014,Health Care,Industrial Specialties
INOV,"Inovalon Holdings, Inc.",4.46,1575982432,2015,Technology,EDP Services
INO,"Inovio Pharmaceuticals, Inc.",0.351,405690881.3,n/a,Health Care,Medical/Dental Instruments
INPX,Inpixon ,1.98,5724799.119,2014,Technology,EDP Services
INSG,Inseego Corp.,50.07,118008384.1,n/a,Consumer Durables,Telecommunications Equipment
NSIT,"Insight Enterprises, Inc.",1.77,1774290284,1995,Consumer Services,Catalog/Specialty Distribution
ISIG,"Insignia Systems, Inc.",28.5,21174502.92,1991,Consumer Services,Advertising
INSM,"Insmed, Inc.",5.65,2183759376,n/a,Health Care,Major Pharmaceuticals
INSE,"Inspired Entertainment, Inc.",32.45,121388594.6,2014,Technology,Computer Software: Prepackaged Software
IIIN,"Insteel Industries, Inc.",94.02,618609601.5,n/a,Capital Goods,Steel/Iron Ore
PODD,Insulet Corporation,7.14,5523155540,2007,Health Care,Medical/Dental Instruments
INSY,"Insys Therapeutics, Inc.",4.625,526995574.6,2013,Health Care,Major Pharmaceuticals
NTEC,Intec Pharma Ltd.,64.47,151819186.3,2015,Health Care,Major Pharmaceuticals
IART,Integra LifeSciences Holdings Corporation,34.11,5665491888,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
IDTI,"Integrated Device Technology, Inc.",18.15,4409217314,1984,Technology,Semiconductors
IMTE,Integrated Media Technology Limited,55.88,47981539.65,n/a,Consumer Non-Durables,Consumer Electronics/Appliances
INTC,Intel Corporation,26.95,2.60E+11,n/a,Technology,Semiconductors
NTLA,"Intellia Therapeutics, Inc.",0.4017,1161270380,2016,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IPCI,Intellipharmaceutics International Inc.,53.05,17489153.94,n/a,Health Care,Major Pharmaceuticals
IPAR,"Inter Parfums, Inc.",70.18,1659543681,n/a,Consumer Non-Durables,Package Goods/Cosmetics
IBKR,"Interactive Brokers Group, Inc.",71.73,28893855312,n/a,Finance,Investment Bankers/Brokers/Service
ICPT,"Intercept Pharmaceuticals, Inc.",82,2121985362,2012,Health Care,Major Pharmaceuticals
IDCC,"InterDigital, Inc.",23.25,2849187662,n/a,Miscellaneous,Multi-Sector Companies
TILE,"Interface, Inc.",4.22,1383243033,n/a,Consumer Durables,Home Furnishings
LINK,"Interlink Electronics, Inc.",1.46,31002137.16,n/a,Technology,Computer peripheral equipment
IMI,"Intermolecular, Inc.",11.41,72418004.58,2011,Technology,Semiconductors
INAP,Internap Corporation,44.4,241106387.3,1999,Technology,"Computer Software: Programming, Data Processing"
IBOC,International Bancshares Corporation,43.4,2935348780,n/a,Finance,Major Banks
ISCA,International Speedway Corporation,2.535,1914173666,1996,Consumer Services,Services-Misc. Amusement & Recreation
IGLD,Internet Gold Golden Lines Ltd.,10.4003,48680076.51,1999,Public Utilities,Telecommunications Equipment
IIJI,"Internet Initiative Japan, Inc.",0.8809,16878126.86,n/a,Technology,"Computer Software: Programming, Data Processing"
IDXG,"Interpace Diagnostics Group, Inc.",41.45,24550044.35,n/a,Health Care,Medical/Dental Instruments
XENT,"Intersect ENT, Inc.",2.14,1249126672,2014,Health Care,Medical/Dental Instruments
INTX,"Intersections, Inc.",4.85,51980383.86,2004,Technology,EDP Services
IVAC,"Intevac, Inc.",51.44,108450719.1,1995,Technology,Industrial Machinery/Components
INTL,INTL FCStone Inc.,22.84,971160811.3,n/a,Finance,Investment Bankers/Brokers/Service
ITCI,Intra-Cellular Therapies Inc.,35.05,1249265319,n/a,Health Care,Major Pharmaceuticals
IIN,IntriCon Corporation,206.26,244104252.9,n/a,Capital Goods,Electrical Products
INTU,Intuit Inc.,485.34,52923899045,1993,Technology,Computer Software: Prepackaged Software
ISRG,"Intuitive Surgical, Inc.",31.4401,54986639951,2000,Health Care,Industrial Specialties
PLW,Invesco 1-30 Laddered Treasury ETF,35.4902,149340475,n/a,n/a,n/a
ADRA,Invesco BLDRS Asia 50 ADR Index Fund,23.14,23068630,n/a,n/a,n/a
ADRD,Invesco BLDRS Developed Markets 100 ADR Index Fund,43.34,68263000,n/a,n/a,n/a
ADRE,Invesco BLDRS Emerging Markets 50 ADR Index Fund,22.4887,164692000,n/a,n/a,n/a
ADRU,Invesco BLDRS Europe Select ADR Index Fund,58.45,16866525,n/a,n/a,n/a
PKW,Invesco BuyBack Achievers ETF,26.09,1332660000,n/a,n/a,n/a
PFM,Invesco Dividend Achievers ETF,72.25,293512500,n/a,n/a,n/a
PYZ,Invesco DWA Basic Materials Momentum ETF,55.54,104762500,n/a,n/a,n/a
PEZ,Invesco DWA Consumer Cyclicals Momentum ETF,70.0753,58317000,n/a,n/a,n/a
PSL,Invesco DWA Consumer Staples Momentum ETF,28.67,105112950,n/a,n/a,n/a
PIZ,Invesco DWA Developed Markets Momentum ETF,21.72,259463500,n/a,n/a,n/a
PIE,Invesco DWA Emerging Markets Momentum ETF,44.0271,312768000,n/a,n/a,n/a
PXI,Invesco DWA Energy Momentum ETF,36.7001,105665040,n/a,n/a,n/a
PFI,Invesco DWA Financial Momentum ETF,87.56,73400200,n/a,n/a,n/a
PTH,Invesco DWA Healthcare Momentum ETF,62.18,205766000,n/a,n/a,n/a
PRN,Invesco DWA Industrials Momentum ETF,33.3,111924000,n/a,n/a,n/a
DWLV,Invesco DWA Momentum & Low Volatility Rotation ETF,56.74,34965033.3,n/a,n/a,n/a
PDP,Invesco DWA Momentum ETF,113.08,1571698000,n/a,n/a,n/a
DWAQ,Invesco DWA NASDAQ Momentum ETF,54.82,56540000,n/a,n/a,n/a
DWAS,Invesco DWA SmallCap Momentum ETF,25.3598,306992000,n/a,n/a,n/a
DWIN,Invesco DWA Tactical Multi-Asset Income ETF,30.8,69739475.36,n/a,n/a,n/a
DWTR,Invesco DWA Tactical Sector Rotation ETF,62.146,69300030.8,n/a,n/a,n/a
PTF,Invesco DWA Technology Momentum ETF,26.19,133613900,n/a,n/a,n/a
PUI,Invesco DWA Utilities Momentum ETF,30.77,37975500,n/a,n/a,n/a
IDLB,Invesco FTSE International Low Beta Equal Weight ETF,140.78,126157030.8,n/a,n/a,n/a
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,27.57,2048349000,n/a,n/a,n/a
PAGG,Invesco Global Agriculture ETF,18.631,22056000,n/a,n/a,n/a
PSAU,Invesco Global Gold and Precious Metals ETF,26.07,30741150,n/a,n/a,n/a
PIO,Invesco Global Water ETF,49.41,190311000,n/a,n/a,n/a
PGJ,Invesco Golden Dragon China ETF,17.38,286578000,n/a,n/a,n/a
PEY,Invesco High Yield Equity Dividend Achievers ETF,38.31,759506000,n/a,n/a,n/a
IPKW,Invesco International BuyBack Achievers ETF,15.8042,340959000,n/a,n/a,n/a
PID,Invesco International Dividend Achievers ETF,56.76,830510710,n/a,n/a,n/a
KBWB,Invesco KBW Bank ETF,23.71,1208988000,n/a,n/a,n/a
KBWD,Invesco KBW High Dividend Yield Financial ETF,34.46,333125500,n/a,n/a,n/a
KBWY,Invesco KBW Premium Yield Equity REIT ETF,62.075,401459000,n/a,n/a,n/a
KBWP,Invesco KBW Property & Casualty Insurance ETF,61.61,68282500,n/a,n/a,n/a
KBWR,Invesco KBW Regional Banking ETF,24.54,197152000,n/a,n/a,n/a
LDRI,Invesco LadderRite 0-5 Year Corporate Bond ETF,21.8,12270000,n/a,n/a,n/a
LALT,Invesco Multi-Strategy Alternative ETF,140.02,4360000,n/a,n/a,n/a
PNQI,Invesco Nasdaq Internet ETF,18.64,665095000,n/a,n/a,n/a
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET,174.43,1701906560,n/a,n/a,n/a
QQQ,"Invesco QQQ Trust, Series 1",31.82,67914320500,n/a,n/a,n/a
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,66.611,157509031.8,n/a,n/a,n/a
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,76.97,79933200,n/a,n/a,n/a
PSCC,Invesco S&P SmallCap Consumer Staples ETF,17.32,46182000,n/a,n/a,n/a
PSCE,Invesco S&P SmallCap Energy ETF,58.85,73610000,n/a,n/a,n/a
PSCF,Invesco S&P SmallCap Financials ETF,126.67,253055000,n/a,n/a,n/a
PSCH,Invesco S&P SmallCap Health Care ETF,69.4755,658684000,n/a,n/a,n/a
PSCI,Invesco S&P SmallCap Industrials ETF,84.88,114634575,n/a,n/a,n/a
PSCT,Invesco S&P SmallCap Information Technology ETF,54.585,432888000,n/a,n/a,n/a
PSCM,Invesco S&P SmallCap Materials ETF,51.85,30021750,n/a,n/a,n/a
PSCU,Invesco S&P SmallCap Utilities ETF,25.13,49257500,n/a,n/a,n/a
VRIG,Invesco Variable Rate Investment Grade ETF,31.04,341768025.1,n/a,n/a,n/a
PHO,Invesco Water Resources ETF,28.8,847392000,n/a,n/a,n/a
ISTR,Investar Holding Corporation,13.67,275054544,2014,Finance,Major Banks
ISBC,"Investors Bancorp, Inc.",188.36,4125557307,n/a,Finance,Major Banks
ITIC,Investors Title Company,7.16,355365626.8,n/a,Finance,Specialty Insurers
NVIV,InVivo Therapeutics Holdings Corp.,3.65,11205536.04,n/a,Health Care,Medical/Dental Instruments
IVTY,"Invuity, Inc.",45.98,87750880.05,2015,Health Care,Medical/Dental Instruments
IONS,"Ionis Pharmaceuticals, Inc.",13.1,5771427072,n/a,Health Care,Major Pharmaceuticals
IOVA,"Iovance Biotherapeutics, Inc.",0.4619,1174322187,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IPAS,iPass Inc.,248.48,33601042.98,2003,Technology,EDP Services
IPGP,IPG Photonics Corporation,9.75,13342005136,2006,Technology,Semiconductors
IPIC,iPic Entertainment Inc.,25.87,108954105,2018,Consumer Services,Restaurants
CLRG,IQ Chaikin U.S. Large Cap ETF,29.56,432029025.9,n/a,n/a,n/a
CSML,IQ Chaikin U.S. Small Cap ETF,30.85,512866029.6,n/a,n/a,n/a
IQ,"iQIYI, Inc.",18.85,3856250000,2018,Consumer Services,Consumer Electronics/Video Chains
IRMD,iRadimed Corporation,76.57,200871764,2014,Health Care,Medical/Dental Instruments
IRTC,"iRhythm Technologies, Inc.",7.08,1807062414,2016,Health Care,Medical/Dental Instruments
IRIX,IRIDEX Corporation,15.75,82394930.16,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IRDM,Iridium Communications Inc,531.91,1738443074,n/a,Consumer Durables,Telecommunications Equipment
IRDMB,Iridium Communications Inc,69.04,265955000,n/a,Consumer Durables,Telecommunications Equipment
IRBT,iRobot Corporation,17.32,1919641390,2005,Consumer Durables,Consumer Electronics/Appliances
IRWD,"Ironwood Pharmaceuticals, Inc.",35,2631624528,2010,Health Care,Major Pharmaceuticals
IRCP,IRSA Propiedades Comerciales S.A.,26.75,115588655,n/a,Consumer Services,Building operators
PMPT,iSectors Post-MPT Growth ETF,49.57,13375107,n/a,n/a,n/a
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,103.6,840211500,n/a,n/a,n/a
CSJ,iShares 1-3 Year Credit Bond ETF,83.27,10867640000,n/a,n/a,n/a
ISHG,iShares 1-3 Year International Treasury Bond ETF,83.3,87433500,n/a,n/a,n/a
SHY,iShares 1-3 Year Treasury Bond ETF,119.89,13794480000,n/a,n/a,n/a
TLT,iShares 20+ Year Treasury Bond ETF,119.64,6821741000,n/a,n/a,n/a
IEI,iShares 3-7 Year Treasury Bond ETF,101.85,7429644000,n/a,n/a,n/a
IEF,iShares 7-10 Year Treasury Bond ETF,68.57,8148000000,n/a,n/a,n/a
AIA,iShares Asia 50 ETF,39.3,1028550000,n/a,n/a,n/a
COMT,iShares Commodities Select Strategy ETF,49.03,699540000,n/a,n/a,n/a
ISTB,iShares Core 1-5 Year USD Bond ETF,63.13,2024939000,n/a,n/a,n/a
IXUS,iShares Core MSCI Total International Stock ETF,58.53,10283877000,n/a,n/a,n/a
IUSG,iShares Core S&P U.S. Growth ETF,54.84,4205380500,n/a,n/a,n/a
IUSV,iShares Core S&P U.S. Value ETF,49.21,3800412000,n/a,n/a,n/a
IUSB,iShares Core Total USD Bond Market ETF,28.695,2204608000,n/a,n/a,n/a
HEWG,iShares Currency Hedged MSCI Germany ETF,24.548,413208000,n/a,n/a,n/a
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,24.19,33139800,n/a,n/a,n/a
SUSC,iShares ESG USD Corporate Bond ETF,37.47,14514000,n/a,n/a,n/a
XT,iShares Exponential Technologies ETF,26.5,2302531500,n/a,n/a,n/a
FALN,iShares Fallen Angels USD Bond ETF,40.93,66250000,n/a,n/a,n/a
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,30.25,42976500,n/a,n/a,n/a
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,42.57,532400000,n/a,n/a,n/a
IGF,iShares Global Infrastructure ETF,48.28,2601027000,n/a,n/a,n/a
GNMA,iShares GNMA Bond ETF,50.131,106216000,n/a,n/a,n/a
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,106.18,10026200,n/a,n/a,n/a
CIU,iShares Intermediate Credit Bond ETF,49.23,6954790000,n/a,n/a,n/a
IGOV,iShares International Treasury Bond ETF,107.59,1006753500,n/a,n/a,n/a
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,103.67,12039321000,n/a,n/a,n/a
MBB,iShares MBS ETF,161.219,11839114000,n/a,n/a,n/a
JKI,iShares Morningstar Mid-Cap ETF,49.7,435291300,n/a,n/a,n/a
ACWX,iShares MSCI ACWI ex US Index Fund,73.8,3280200000,n/a,n/a,n/a
ACWI,iShares MSCI ACWI Index Fund,77.92,8619840000,n/a,n/a,n/a
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,12.51,4877792000,n/a,n/a,n/a
EWZS,iShares MSCI Brazil Small-Cap ETF,71.31,55044000,n/a,n/a,n/a
MCHI,iShares MSCI China ETF,67.94,3865002000,n/a,n/a,n/a
ESGD,iShares MSCI EAFE ESG Optimized ETF,65.86,278554000,n/a,n/a,n/a
SCZ,iShares MSCI EAFE Small-Cap ETF,36.18,11367436000,n/a,n/a,n/a
ESGE,iShares MSCI EM ESG Optimized ETF,75.24,332856000,n/a,n/a,n/a
EEMA,iShares MSCI Emerging Markets Asia ETF,51.33,549252000,n/a,n/a,n/a
EMXC,iShares MSCI Emerging Markets ex China ETF,21.85,10266000,n/a,n/a,n/a
EUFN,iShares MSCI Europe Financials Sector Index Fund,59.2,1794977500,n/a,n/a,n/a
IEUS,iShares MSCI Europe Small-Cap ETF,17.86,272320000,n/a,n/a,n/a
RING,iShares MSCI Global Gold Miners ETF,59.31,333982000,n/a,n/a,n/a
MPCT,iShares MSCI Global Impact ETF,50.25,35586000,n/a,n/a,n/a
ENZL,iShares MSCI New Zealand ETF,17.68,145725000,n/a,n/a,n/a
QAT,iShares MSCI Qatar ETF,32.22,51272000,n/a,n/a,n/a
TUR,iShares MSCI Turkey ETF,16.71,256149000,n/a,n/a,n/a
UAE,iShares MSCI UAE ETF,60.72,40104000,n/a,n/a,n/a
ESGU,iShares MSCI USA ESG Optimized ETF,109.76,75900000,n/a,n/a,n/a
IBB,iShares Nasdaq Biotechnology Index Fund,193.63,8918000000,n/a,n/a,n/a
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,26.99,1810440500,n/a,n/a,n/a
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,29.89,9446500,n/a,n/a,n/a
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,9.2,38857000,n/a,n/a,n/a
ICLN,iShares S&P Global Clean Energy Index Fund,83.26,178480000,n/a,n/a,n/a
WOOD,iShares S&P Global Timber & Forestry Index Fund,35.53,579489600,n/a,n/a,n/a
INDY,iShares S&P India Nifty 50 Index Fund,191.74,907791500,n/a,n/a,n/a
IJT,iShares S&P Small-Cap 600 Growth ETF,98.36,6087745000,n/a,n/a,n/a
DVY,iShares Select Dividend ETF,110.29,16937592000,n/a,n/a,n/a
SHV,iShares Short Treasury Bond ETF,107.11,14282555000,n/a,n/a,n/a
CRED,iShares U.S. Credit Bond ETF,37.49,1515606500,n/a,n/a,n/a
PFF,iShares U.S. Preferred Stock ETF,114,16306275500,n/a,n/a,n/a
ISRL,"Isramco, Inc.",4.91,309811872,1983,Energy,Oil & Gas Production
ITI,"Iteris, Inc.",12,162389161.6,n/a,Consumer Durables,Telecommunications Equipment
ITRM,Iterum Therapeutics plc,58.95,167513076,2018,Health Care,Major Pharmaceuticals
ITRI,"Itron, Inc.",31.15,2310943339,1993,Capital Goods,Electrical Products
ITRN,Ituran Location and Control Ltd.,3.61,731259675.7,2005,Consumer Non-Durables,Electronic Components
ITUS,ITUS Corporation,100.02,60038599.51,n/a,Miscellaneous,Multi-Sector Companies
IVENC,Ivy NextShares,100.02,0,n/a,n/a,n/a
IVFGC,Ivy NextShares,100.02,0,n/a,n/a,n/a
IVFVC,Ivy NextShares,1.3068,0,n/a,n/a,n/a
IZEA,IZEA Inc.,146.17,7637911.459,n/a,Consumer Services,Advertising
JJSF,J & J Snack Foods Corp.,40.05,2733673679,1986,Consumer Non-Durables,Specialty Foods
MAYS,"J. W. Mays, Inc.",127.27,80731989,n/a,Consumer Services,Building operators
JBHT,"J.B. Hunt Transport Services, Inc.",86.47,13968597503,n/a,Transportation,Trucking Freight/Courier Services
JCOM,"j2 Global, Inc.",7.07,4246524752,1999,Technology,Telecommunications Equipment
JASO,"JA Solar Holdings, Co., Ltd.",128.6,138613889.8,2007,Technology,Semiconductors
JKHY,"Jack Henry & Associates, Inc.",82.28,9940080030,1985,Technology,EDP Services
JACK,Jack In The Box Inc.,1.93,2339897318,n/a,Consumer Services,Restaurants
JAGX,"Jaguar Health, Inc.",2.8,1469803.08,2015,Health Care,Major Pharmaceuticals
JAKK,"JAKKS Pacific, Inc.",10.03,81675756.4,1996,Consumer Non-Durables,Recreational Products/Toys
JMBA,"Jamba, Inc.",39.77,156349706.2,n/a,Consumer Services,Restaurants
JRVR,"James River Group Holdings, Ltd.",40.9,1187817828,2014,Finance,Property-Casualty Insurers
JSML,Janus Henderson Small Cap Growth Alpha ETF,42.9658,8261800,n/a,n/a,n/a
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,2.88,15123961.6,n/a,n/a,n/a
JASN,"Jason Industries, Inc.",0.0155,78895445.76,2013,Consumer Durables,Miscellaneous manufacturing industries
JASNW,"Jason Industries, Inc.",175.53,0,2013,Consumer Durables,Miscellaneous manufacturing industries
JAZZ,Jazz Pharmaceuticals plc,39.5,10531137199,2007,Health Care,Major Pharmaceuticals
JD,"JD.com, Inc.",10.6,36429841328,2014,Consumer Services,Other Specialty Stores
